model_type,model_name,pruned_on,sparsity,layer_index,total_params,nonzero_params,fraction_pruned,fraction_remaining
pruned,Llama-3.2-3b-Instruct,SIT,25pct,19,100669440,75503606,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,20,100669440,75503598,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,21,100669440,75503591,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,22,100669440,75503609,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,23,100669440,75503612,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,24,100669440,75503608,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,25,100669440,75503604,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,26,100669440,75503594,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,25pct,27,100669440,75503600,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SIT,50pct,0,100669440,50337765,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,1,100669440,50337759,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,2,100669440,50337746,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,3,100669440,50337768,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,4,100669440,50337772,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,5,100669440,50337762,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,6,100669440,50337754,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,7,100669440,50337758,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,8,100669440,50337760,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,9,100669440,50337756,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,10,100669440,50337765,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,11,100669440,50337765,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,12,100669440,50337769,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,13,100669440,50337774,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,14,100669440,50337769,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,15,100669440,50337781,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,16,100669440,50337768,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,17,100669440,50337738,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,18,100669440,50337739,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,19,100669440,50337762,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,20,100669440,50337760,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,21,100669440,50337774,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,22,100669440,50337768,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,23,100669440,50337750,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,24,100669440,50337752,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,25,100669440,50337765,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,26,100669440,50337772,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SIT,50pct,27,100669440,50337756,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,25pct,0,100669440,75503592,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,1,100669440,75503596,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,2,100669440,75503601,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,3,100669440,75503595,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,4,100669440,75503605,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,5,100669440,75503600,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,6,100669440,75503587,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,7,100669440,75503581,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,8,100669440,75503605,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,9,100669440,75503608,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,10,100669440,75503597,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,11,100669440,75503592,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,12,100669440,75503594,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,13,100669440,75503599,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,14,100669440,75503599,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,15,100669440,75503603,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,16,100669440,75503598,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,17,100669440,75503603,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,18,100669440,75503600,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,19,100669440,75503601,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,20,100669440,75503596,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,21,100669440,75503587,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,22,100669440,75503599,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,23,100669440,75503605,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,24,100669440,75503593,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,25,100669440,75503590,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,26,100669440,75503611,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,25pct,27,100669440,75503590,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,SST,50pct,0,100669440,50337755,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,1,100669440,50337750,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,2,100669440,50337764,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,3,100669440,50337757,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,4,100669440,50337748,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,5,100669440,50337755,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,6,100669440,50337746,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,7,100669440,50337775,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,8,100669440,50337760,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,9,100669440,50337774,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,10,100669440,50337769,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,11,100669440,50337754,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,12,100669440,50337762,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,13,100669440,50337767,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,14,100669440,50337763,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,15,100669440,50337763,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,16,100669440,50337756,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,17,100669440,50337761,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,18,100669440,50337763,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,19,100669440,50337773,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,20,100669440,50337752,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,21,100669440,50337773,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,22,100669440,50337769,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,23,100669440,50337747,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,24,100669440,50337756,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,25,100669440,50337743,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,26,100669440,50337765,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,SST,50pct,27,100669440,50337748,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,25pct,0,100669440,75503595,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,1,100669440,75503583,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,2,100669440,75503596,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,3,100669440,75503606,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,4,100669440,75503595,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,5,100669440,75503599,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,6,100669440,75503607,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,7,100669440,75503600,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,8,100669440,75503597,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,9,100669440,75503605,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,10,100669440,75503604,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,11,100669440,75503580,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,12,100669440,75503596,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,13,100669440,75503594,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,14,100669440,75503595,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,15,100669440,75503595,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,16,100669440,75503589,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,17,100669440,75503596,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,18,100669440,75503592,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,19,100669440,75503597,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,20,100669440,75503589,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,21,100669440,75503603,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,22,100669440,75503600,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,23,100669440,75503586,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,24,100669440,75503601,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,25,100669440,75503584,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,26,100669440,75503601,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,25pct,27,100669440,75503600,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,UOT,50pct,0,100669440,50337769,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,1,100669440,50337746,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,2,100669440,50337765,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,3,100669440,50337739,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,4,100669440,50337749,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,5,100669440,50337770,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,6,100669440,50337751,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,7,100669440,50337752,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,8,100669440,50337772,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,9,100669440,50337779,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,10,100669440,50337769,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,11,100669440,50337759,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,12,100669440,50337758,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,13,100669440,50337767,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,14,100669440,50337759,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,15,100669440,50337739,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,16,100669440,50337757,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,17,100669440,50337765,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,18,100669440,50337770,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,19,100669440,50337753,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,20,100669440,50337770,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,21,100669440,50337746,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,22,100669440,50337763,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,23,100669440,50337764,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,24,100669440,50337741,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,25,100669440,50337756,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,26,100669440,50337761,0.5000,0.5000
pruned,Llama-3.2-3b-Instruct,UOT,50pct,27,100669440,50337765,0.5000,0.5000
