model_type,model_name,pruned_on,sparsity,layer_index,total_params,nonzero_params,fraction_pruned,fraction_remaining
pruned,Llama-3.1-8b-Instruct,HTT,50pct,28,218112000,109060028,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,HTT,50pct,29,218112000,109060073,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,HTT,50pct,30,218112000,109060038,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,HTT,50pct,31,218112000,109060035,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,25pct,0,218112000,163586023,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,1,218112000,163585995,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,2,218112000,163586020,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,3,218112000,163586028,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,4,218112000,163586032,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,5,218112000,163585998,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,6,218112000,163586012,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,7,218112000,163586013,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,8,218112000,163586000,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,9,218112000,163586020,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,10,218112000,163586029,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,11,218112000,163586011,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,12,218112000,163586006,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,13,218112000,163586005,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,14,218112000,163586015,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,15,218112000,163586014,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,16,218112000,163586033,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,17,218112000,163586032,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,18,218112000,163585993,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,19,218112000,163586020,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,20,218112000,163585999,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,21,218112000,163586008,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,22,218112000,163586019,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,23,218112000,163585987,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,24,218112000,163586004,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,25,218112000,163586001,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,26,218112000,163585992,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,27,218112000,163586004,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,28,218112000,163585982,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,29,218112000,163586009,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,30,218112000,163585995,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,25pct,31,218112000,163586040,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,PST,50pct,0,218112000,109060040,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,1,218112000,109060008,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,2,218112000,109060022,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,3,218112000,109060070,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,4,218112000,109060016,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,5,218112000,109060003,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,6,218112000,109060048,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,7,218112000,109059957,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,8,218112000,109060041,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,9,218112000,109060023,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,10,218112000,109060057,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,11,218112000,109060015,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,12,218112000,109060053,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,13,218112000,109060036,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,14,218112000,109060039,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,15,218112000,109060060,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,16,218112000,109060043,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,17,218112000,109060085,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,18,218112000,109060021,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,19,218112000,109060006,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,20,218112000,109059990,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,21,218112000,109059994,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,22,218112000,109060060,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,23,218112000,109059977,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,24,218112000,109060050,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,25,218112000,109060041,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,26,218112000,109059957,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,27,218112000,109060007,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,28,218112000,109060057,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,29,218112000,109060032,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,30,218112000,109060051,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,PST,50pct,31,218112000,109060036,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,25pct,0,218112000,163586026,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,1,218112000,163586018,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,2,218112000,163586007,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,3,218112000,163586016,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,4,218112000,163586029,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,5,218112000,163586028,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,6,218112000,163585985,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,7,218112000,163585988,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,8,218112000,163585977,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,9,218112000,163586024,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,10,218112000,163586016,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,11,218112000,163586004,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,12,218112000,163586038,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,13,218112000,163586025,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,14,218112000,163586025,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,15,218112000,163585998,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,16,218112000,163586010,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,17,218112000,163585988,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,18,218112000,163586030,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,19,218112000,163586032,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,20,218112000,163586030,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,21,218112000,163586007,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,22,218112000,163586006,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,23,218112000,163586024,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,24,218112000,163586023,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,25,218112000,163586027,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,26,218112000,163586016,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,27,218112000,163585999,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,28,218112000,163585988,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,29,218112000,163586018,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,30,218112000,163586015,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,25pct,31,218112000,163586035,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SIT,50pct,0,218112000,109060000,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,1,218112000,109059995,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,2,218112000,109060059,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,3,218112000,109060042,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,4,218112000,109060019,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,5,218112000,109059992,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,6,218112000,109060062,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,7,218112000,109060032,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,8,218112000,109060017,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,9,218112000,109060025,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,10,218112000,109060028,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,11,218112000,109060046,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,12,218112000,109059976,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,13,218112000,109060049,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,14,218112000,109060038,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,15,218112000,109060041,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,16,218112000,109060043,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,17,218112000,109060015,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,18,218112000,109060040,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,19,218112000,109059981,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,20,218112000,109060035,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,21,218112000,109060080,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,22,218112000,109060049,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,23,218112000,109060032,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,24,218112000,109060067,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,25,218112000,109060048,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,26,218112000,109060054,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,27,218112000,109060016,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,28,218112000,109060024,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,29,218112000,109060034,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,30,218112000,109060045,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SIT,50pct,31,218112000,109060061,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,25pct,0,218112000,163586031,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,1,218112000,163586013,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,2,218112000,163586029,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,3,218112000,163586024,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,4,218112000,163586015,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,5,218112000,163586005,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,6,218112000,163586006,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,7,218112000,163586004,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,8,218112000,163586016,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,9,218112000,163585995,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,10,218112000,163585992,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,11,218112000,163586008,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,12,218112000,163586011,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,13,218112000,163586024,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,14,218112000,163586023,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,15,218112000,163585978,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,16,218112000,163586021,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,17,218112000,163586009,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,18,218112000,163586014,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,19,218112000,163586002,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,20,218112000,163586007,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,21,218112000,163585999,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,22,218112000,163586026,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,23,218112000,163586027,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,24,218112000,163585995,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,25,218112000,163586020,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,26,218112000,163586011,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,27,218112000,163586008,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,28,218112000,163585979,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,29,218112000,163586032,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,30,218112000,163586005,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,25pct,31,218112000,163586031,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,SST,50pct,0,218112000,109060004,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,1,218112000,109060075,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,2,218112000,109060042,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,3,218112000,109060011,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,4,218112000,109060031,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,5,218112000,109060058,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,6,218112000,109060071,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,7,218112000,109060047,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,8,218112000,109059973,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,9,218112000,109060004,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,10,218112000,109060018,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,11,218112000,109060051,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,12,218112000,109060049,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,13,218112000,109060040,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,14,218112000,109060032,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,15,218112000,109060066,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,16,218112000,109060000,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,17,218112000,109060038,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,18,218112000,109060045,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,19,218112000,109060028,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,20,218112000,109060047,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,21,218112000,109060042,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,22,218112000,109060033,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,23,218112000,109060064,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,24,218112000,109060066,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,25,218112000,109060038,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,26,218112000,109060018,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,27,218112000,109060047,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,28,218112000,109060028,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,29,218112000,109060009,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,30,218112000,109060080,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,SST,50pct,31,218112000,109060056,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,25pct,0,218112000,163586027,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,1,218112000,163586004,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,2,218112000,163586020,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,3,218112000,163586013,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,4,218112000,163586010,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,5,218112000,163585989,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,6,218112000,163586018,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,7,218112000,163586029,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,8,218112000,163586025,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,9,218112000,163586015,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,10,218112000,163585999,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,11,218112000,163585997,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,12,218112000,163586018,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,13,218112000,163586018,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,14,218112000,163586020,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,15,218112000,163586000,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,16,218112000,163586017,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,17,218112000,163586016,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,18,218112000,163586017,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,19,218112000,163586006,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,20,218112000,163586009,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,21,218112000,163586026,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,22,218112000,163586031,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,23,218112000,163586022,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,24,218112000,163586031,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,25,218112000,163586027,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,26,218112000,163586025,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,27,218112000,163586015,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,28,218112000,163586004,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,29,218112000,163586006,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,30,218112000,163586026,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,25pct,31,218112000,163586031,0.2500,0.7500
pruned,Llama-3.1-8b-Instruct,UOT,50pct,0,218112000,109059985,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,1,218112000,109060014,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,2,218112000,109060050,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,3,218112000,109060040,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,4,218112000,109060036,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,5,218112000,109059969,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,6,218112000,109060056,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,7,218112000,109060031,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,8,218112000,109060045,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,9,218112000,109060014,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,10,218112000,109059998,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,11,218112000,109059996,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,12,218112000,109060006,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,13,218112000,109059990,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,14,218112000,109060047,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,15,218112000,109060035,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,16,218112000,109060014,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,17,218112000,109060047,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,18,218112000,109060060,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,19,218112000,109059994,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,20,218112000,109060054,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,21,218112000,109059996,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,22,218112000,109060041,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,23,218112000,109059987,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,24,218112000,109060010,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,25,218112000,109060025,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,26,218112000,109060014,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,27,218112000,109060042,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,28,218112000,109060026,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,29,218112000,109060041,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,30,218112000,109060044,0.5000,0.5000
pruned,Llama-3.1-8b-Instruct,UOT,50pct,31,218112000,109059996,0.5000,0.5000
raw,Llama-3.2-3b-Instruct,None,0%,0,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,1,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,2,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,3,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,4,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,5,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,6,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,7,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,8,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,9,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,10,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,11,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,12,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,13,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,14,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,15,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,16,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,17,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,18,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,19,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,20,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,21,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,22,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,23,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,24,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,25,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,26,100669440,100669440,0.0000,1.0000
raw,Llama-3.2-3b-Instruct,None,0%,27,100669440,100669440,0.0000,1.0000
pruned,Llama-3.2-3b-Instruct,AST,25pct,0,100669440,75503603,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,AST,25pct,1,100669440,75503594,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,AST,25pct,2,100669440,75503593,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,AST,25pct,3,100669440,75503594,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,AST,25pct,4,100669440,75503591,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,AST,25pct,5,100669440,75503608,0.2500,0.7500
pruned,Llama-3.2-3b-Instruct,AST,25pct,6,100669440,75503597,0.2500,0.7500
